0.0022299,0.0020069
0.0022404,0.0020164
0.0022509,0.0020258
0.0022614,0.0020353
0.0022719,0.0020447
0.0022824,0.0020542
0.0022929,0.0020636
0.0023034,0.0020731
0.0023139,0.0020825
0.0023244,0.002092
0.002335,0.0021015
0.0023455,0.0021109
0.002356,0.0021204
0.0023665,0.0021298
0.002377,0.0021393
0.0023875,0.0021487
0.002398,0.0021582
0.0024085,0.0021677
0.002419,0.0021771
0.0024295,0.0021866
0.00244,0.002196
0.0024505,0.0022055
0.002461,0.0022149
0.0024716,0.0022244
0.0024821,0.0022339
0.0024926,0.0022433
0.0025031,0.0022528
0.0025136,0.0022622
0.0025241,0.0022717
0.0025346,0.0022811
0.0025451,0.0022906
0.0025556,0.0023001
0.0025661,0.0023095
0.0025766,0.002319
0.0025871,0.0023284
0.0025976,0.0023379
0.0026081,0.0023473
0.0026187,0.0023568
0.0026292,0.0023662
0.0026397,0.0023757
0.0026502,0.0023852
0.0026607,0.0023946
0.0026712,0.0024041
0.0026817,0.0024135
0.0026922,0.002423
0.0027027,0.0024324
0.0027132,0.0024419
0.0027237,0.0024514
0.0027342,0.0024608
0.0027447,0.0024703
0.0027553,0.0024797
0.0027658,0.0024892
0.0027763,0.0024986
0.0027868,0.0025081
0.0027973,0.0025176
0.0028078,0.002527
0.0028183,0.0025365
0.0028288,0.0025459
0.0028393,0.0025554
0.0028498,0.0025648
0.0028603,0.0025743
0.0028708,0.0025838
0.0028813,0.0025932
0.0028919,0.0026027
0.0029024,0.0026121
0.0029129,0.0026216
0.0029234,0.002631
0.0029339,0.0026405
0.0029444,0.0026499
0.0029549,0.0026594
0.0029654,0.0026689
0.0029759,0.0026783
0.0029864,0.0026878
0.0029969,0.0026972
0.0030074,0.0027067
0.0030179,0.0027161
0.0030284,0.0027256
0.003039,0.0027351
0.0030495,0.0027445
0.00306,0.002754
0.0030705,0.0027634
0.003081,0.0027729
0.0030915,0.0027823
0.003102,0.0027918
0.0031125,0.0028013
0.003123,0.0028107
0.0031335,0.0028202
0.003144,0.0028296
0.0031545,0.0028391
0.003165,0.0028485
0.0031756,0.002858
0.0031861,0.0028675
0.0031966,0.0028769
0.0032071,0.0028864
0.0032176,0.0028958
0.0032281,0.0029053
0.0032386,0.0029147
0.0032491,0.0029242
0.0032596,0.0029336
0.0032701,0.0029431
